x;y;z
0.07383186;-0.023723816;0.18704687
0.011266606;-0.022443663;0.07976853
0.089689046;-0.052612387;0.1452945
0.14866011;0.07733132;0.049617115
0.14562337;0.080218285;0.094322704
0.0900068;0.09422429;0.08007498
0.045937147;0.09086562;0.048144545
0.116735704;0.1134455;0.046858203
-0.02570285;-0.14519455;0.020246474
-0.091483824;-0.043404117;-0.04669495
-0.15279633;0.044660307;0.058885098
-0.14857024;-0.0989905;0.02324171
-0.19363697;0.06676343;0.032394882
-0.26348603;-0.016628113;0.05790043
-0.24822809;0.056662213;0.049971085
-0.23588881;0.09109013;0.07336233
-0.19782932;-0.008578915;0.074871756
-0.12765536;0.051985554;0.08810565
-0.085909754;0.01863978;0.07917666
-0.028128834;0.05792597;0.055329952
0.011936795;-0.0055910517;0.015417959
0.06055911;-0.014975896;-0.016111085
0.06494095;-0.038610164;-0.020570967
0.044211935;-0.026723033;-0.021621969
0.03591554;-0.022043852;-0.010178791
0.0020731539;-0.007943254;-0.011736021
0.031242035;-0.007094443;-0.016402353
0.0040310626;-0.04245819;-0.052708868
0.010123454;0.0490103;-0.05104404
0.038665973;0.008691166;-0.05063367
0.022730595;0.0704866;-0.010660031
0.0155109735;0.10998845;0.076885
0.00073845265;0.06638633;0.14486189
-0.04798019;0.0463945;0.19240783
-0.08819181;0.042903405;0.20511957
-0.073113434;-0.025038023;0.1919053
-0.076354645;-0.006138427;0.10836935
-0.029852312;0.08969645;0.035312038
-0.016455008;0.0113624595;0.037871554
0.034443203;0.00100142;-0.03995795
0.101300284;0.07847526;-0.08271048
0.045254502;0.062106956;-0.06591084
0.08308901;0.006374278;-0.19760372
0.06334928;0.03152203;-0.33535817
0.08930406;-0.20599991;-0.3375337
0.014076006;-0.31393382;-0.290808
0.04143312;0.03390198;-0.3615723
-0.00084676116;0.0033662342;-0.3124007
-0.07491479;0.014526896;-0.26368308
0.03177995;-0.19429691;-0.19243763
-0.031442255;-0.17154804;-0.22962613
-0.05179432;-0.16854377;-0.09092269
-0.054123815;-0.08234221;-0.111592114
-0.04722597;-0.10210826;-0.04699509
-0.040643588;-0.0849353;-0.031445958
-0.059865747;-0.115252845;0.016472744
0.0026651458;-0.053920288;0.07559704
-0.08717415;-0.010628421;0.09673225
-0.106614344;0.048605446;0.18234184
-0.11277011;0.02393066;0.27438134
-0.16015373;-0.1508083;0.32721823
-0.14602728;-0.31626582;0.4020999
-0.13229433;-0.23114893;0.3672253
-0.13183619;-0.13293535;0.33339065
-0.072220795;-0.44301483;0.35576722
-0.13370502;-0.51051736;0.10988322
-0.033644687;-0.8009808;0.23867022
0.11657682;-0.8805736;0.053079832
0.2464458;-0.8251613;-0.07238602
0.25003275;-1.0151119;-0.12592289
0.40445623;-0.35543096;-0.04710087
0.31476435;-0.033466853;-0.2988363
0.48993924;-0.4828648;-0.58579165
0.29739344;-1.4116011;-0.48226508
0.1988086;-0.21918234;-0.71073425
0.29813173;-0.16247599;-0.45064875
0.24777983;0.6148473;-0.4629936
0.44070077;0.15993711;-0.5700987
0.00036958104;0.91328055;-0.011772991
-0.1401422;0.058895856;-0.1502234
-0.11282509;-0.038886376;-0.19807905
-0.103630215;0.5419259;-0.0044587785
-0.030471854;0.26083335;-0.13381442
0.19011925;0.14938563;-0.16315453
-0.12138042;0.6458226;-0.23358436
-0.10423571;0.29811037;-0.034593135
0.12716487;-0.8328573;0.2197581
-0.26378152;-1.930003;0.077591136
-0.17146637;-1.6735948;0.26464984
-0.1544476;-0.98359686;0.31571233
-0.2263009;-0.6934285;0.15997006
-0.034003347;-0.6003084;0.31671232
-0.16933726;-0.4793718;0.3541073
-0.09430753;-0.0598916;0.30389526
-0.14000489;-0.22984102;0.34655368
-0.25840247;-0.20187378;0.1904884
