x;y;z;scenario
-0.22830854919650337;0.0038932221430536575;-0.058227036407188015;1
0.2886054152520051;-0.40162817534981177;-0.4481234073568755;1
0.17990885408436605;-0.8720742433621247;-0.22991747290445452;1
0.8052822821289131;1.573147482650199;0.2713414863130091;1
0.368634261082405;0.46876243824660757;0.5084195067259552;1
-0.27002790635595053;-0.12966487011070282;0.28646653362423763;1
-0.2894545951411452;-0.07629780288709842;0.5906689717056857;1
-0.23487228537705224;0.04668825761776035;0.010353350817906977;1
-0.046879884077824105;0.06884502510058128;0.49134099779534635;1
0.1474687380028989;0.36813274857087525;-0.6443219961978335;1
0.2303643913885384;-0.3563985077475813;0.34543461377414586;1
-0.618837523095626;-0.16166295291027494;0.04609182023450774;1
0.15380954873079022;-0.6445488013254614;-0.1961879425436226;1
0.07747579992596779;-0.4225329006037085;-0.029173064025782208;1
0.5282377432483847;0.2540007705270253;-0.08453607958261353;1
0.09652466822405524;-0.004984236895318047;-0.5925745691024888;1
-0.28564758464714657;1.0834205308838953;-0.13218189722595944;1
-0.22235291144203884;-0.5768203743583356;-0.5622291272855903;1
0.472634595847149;-0.8406292963400719;-0.3011504364566406;1
-0.06627689967376073;-0.6172107527551934;0.14518867472974328;1
-0.4927172905127835;-0.6373965024136006;-0.6084486520533126;1
-0.4414628085354137;0.27048767366349136;0.4062466100801098;1
-0.10738181345385597;0.265457731666865;-0.18947664972065725;1
-0.12356910318411747;-0.9715716299587246;0.850068413494441;1
-0.18221824500932032;0.04922779118361405;-0.2351088177562266;1
0.338717082291032;-0.8408346390894028;-0.47359210214583203;1
-0.07633865774528863;0.6640551225246815;-0.47474523503041516;1
0.15429651502856245;1.2027957189680454;0.7033050173796441;1
0.26570879829787775;0.22819663356443667;0.394676730841151;1
0.28392253409505797;-0.34589174435535563;0.5712726605657;1
0.29388576280010453;0.5543867439122285;-0.3899253729671588;1
-0.49149740243937207;-0.3858482526341016;-0.36754611711064683;1
-0.3353682350887432;1.453897519537329;-0.3122104131320628;1
1.1230439250592241;-0.15551443191672062;0.2574734823448495;1
-0.5491954603566488;-0.2897745877440618;-0.43797238648326775;1
0.5305262421566668;0.028309333040616138;-1.5726888687787937;1
-0.7401453109790991;0.01020139987579649;0.03439006878739347;1
-0.44967214831457614;-0.30137814242798683;0.02889436043363573;1
-0.5158621426617502;0.47186646835043233;0.43795864063102613;1
-0.492940045075215;-0.03725392399566096;0.2090328616730156;1
0.5840629657889348;-0.2954386252731001;0.4959495405573902;1
0.8841792510573898;0.3968431081498791;-0.20646085470115966;1
0.448381366354745;-0.34717430012157924;0.5989906776908984;1
-0.5753256717211652;0.284357385820222;0.8062284062544426;1
0.11700122107076323;-0.7135294166834032;0.060854397150157856;1
-0.011399161726742164;0.16395605227996848;0.933372800157916;1
-0.14281226243346465;-0.532854271564466;0.6388720680914096;1
-0.33233672413483933;0.26527191441204;0.5852041688470054;1
-0.8084716148927346;0.15376982648228416;0.8137854038429416;1
0.19131992681605142;0.11731485403086134;0.387290224425479;1
0.3369996412573493;-0.37587218613275175;-0.9750259922620662;1
-0.3021335473667424;0.34110594878848527;-0.21153226738342176;1
-0.2075306820022237;0.04195318001576495;0.43643345867984035;1
-0.3254642135805563;0.42720256059654677;-0.6583206816586247;1
-0.5505291390719546;0.1728367287714652;-0.6207501801808443;1
-0.4801032455668908;0.15206312547336445;0.26705342901867596;1
-0.8370223673233601;0.3606820410045638;0.8596703872682885;1
-0.14733044461715528;-0.944550477028568;-0.24989051701688175;1
-0.342042551005258;-0.3141375941045507;-0.31185058993947357;1
0.11636915417591535;0.6143647040607829;-0.3831150970355958;1
0.17007575890578164;-0.16233628546989454;-0.02171892957458422;1
0.6720661580791727;-0.7267734472751074;0.23803256635573056;1
0.3812562905765477;0.47300034679921665;0.09672657816543317;1
-0.32872132371964213;-0.045124716712667115;-0.41692583577411985;1
1.1171810268485685;1.041384697936479;0.16080381556274262;1
-0.24529993861946361;-0.6278122426076972;-0.16855608740462977;1
-0.5671831761043632;-0.09520823614750662;-0.033154217815985265;1
-0.09281244218194107;0.6256375341850876;0.6217550935598211;1
0.1496056885441354;-0.1315955823288711;-0.7607640878226877;1
1.1421138320275763;-0.5845078376360425;-0.024627888511044773;1
-0.3290522209943669;-0.1917122345426524;-0.31235783610437556;1
-0.22749687017319029;0.14507303114719783;-0.2056888333674537;1
-0.4663726538217606;0.06728202784710328;0.33301490428263597;1
-0.40761123009180583;0.13017430751263878;-0.1655033799333129;1
0.06083706481407782;-0.09121991946773787;-0.026787026825303286;1
0.1278620200265539;0.33185950739218295;-0.2539926789608342;1
-0.40307517511799146;-0.1348780512832065;0.6547415855439627;1
