x;y;z
-0.14422561;0.07381752;-0.032220278
-0.038924843;0.19668192;-0.10152037
0.06406187;0.12734431;-0.15097605
0.0852711;0.018960135;-0.2357212
0.012085147;0.09767377;-0.20451765
0.004778186;0.05381308;-0.32579163
0.06947792;-0.009364665;-0.42121148
-0.032282867;-0.0126981065;-0.56808263
-0.06174467;-0.050556574;-0.6559344
0.106445014;0.16112772;-0.95529616
0.24995488;0.11138338;-1.2035928
0.48068193;0.14193048;-1.2479514
0.61719066;0.103763;-1.3211917
0.6731147;0.088010184;-1.1028898
0.7089585;0.005695734;-1.1118405
0.7968541;-0.007176423;-0.78754497
0.66272324;0.013984566;-0.7312624
0.44457325;0.03372288;-0.452843
0.19028983;-0.09486879;-0.38924024
0.057616018;-0.15060146;-0.34801742
-0.15925385;-0.16607428;-0.29474667
-0.19022408;-0.3129198;-0.45482376
-0.39262414;-0.34637904;-0.28795618
-0.29243922;-0.4176817;-0.42551774
-0.29286614;-0.40219498;-0.29534322
-0.17861916;-0.36646044;-0.35680947
-0.17842776;-0.39458343;-0.18270113
-0.123103715;-0.5955649;-0.34459442
-0.17584789;-0.43944302;-0.39030406
-0.076563224;-0.540956;-0.39093724
-0.040946916;-0.5106611;-0.3208605
-0.115499735;-0.5425439;-0.32200322
-0.017830383;-0.4526141;-0.30450484
0.15791094;-0.3191276;-0.33951923
0.11518442;-0.2887192;-0.32063603
0.16953006;-0.23382527;-0.28377014
0.15178134;-0.19934312;-0.2867605
0.14464433;-0.05473126;-0.31004542
0.030847268;-0.14424735;-0.2874605
0.014800899;-0.0621057;-0.34480378
-0.002044776;0.0078322645;-0.32712758
-0.026987892;-0.005107999;-0.35278487
-0.04566267;0.10270861;-0.3396466
-0.06579291;0.07876534;-0.28524452
-0.023361843;0.17391285;-0.27677533
-0.06845475;0.087596506;-0.25301746
-0.03982631;0.14359783;-0.20639342
-0.0579452;0.026892038;-0.12275341
0.09605276;0.056219514;-0.04801771
-0.008249734;0.023934443;-0.07641314
0.13865378;-0.03710299;-0.095499404
-0.059642505;0.07430309;-0.039510686
0.09848789;-0.110452585;-0.13900568
0.104177326;0.093356565;-0.04766709
-0.053634614;0.014592481;-0.15326771
-0.087162636;0.116274446;-0.043830413
-0.11237219;0.029021;-0.03467133
-0.0108169755;0.034270257;0.053683177
-0.04070949;-0.064975;0.15173405
0.023750933;0.0072874115;0.309995
0.07078488;-0.109267026;0.4555061
0.0011931276;-0.017541246;0.3333846
-0.058500458;-0.19670336;0.4084154
0.038511157;-0.021367831;0.1645608
0.06721181;-0.18152945;0.23245935
0.018357266;-0.20259205;0.12397933
0.005862217;-0.13893504;0.14580245
0.02718086;0.0207019;0.07137073
0.016785767;-0.04875175;0.12270043
0.06711973;-0.059701785;0.13644537
0.08876188;0.027787514;0.0906386
0.0063730166;0.039017543;0.12766717
0.056430772;0.017635839;0.19209228
0.036974344;0.0046211625;0.12205342
0.01512346;-0.03289299;-0.009555111
-0.009168543;-0.052487526;-0.051135484
-0.004452157;0.0148976995;-0.06665119
-0.03926096;0.009083409;0.011971636
0.0531667;0.03579635;-0.072735384
0.019079322;0.06951797;0.01743152
0.07356401;0.049466867;0.042995475
-0.012395411;0.050972782;0.098594464
0.071184695;0.17906374;-0.037084073
-0.10814012;0.13979647;0.20325546
-0.08374028;0.2457515;0.062330198
-0.18167764;0.19575492;0.14138561
-0.17886446;0.25062114;0.15325384
-0.0435006;0.14781918;0.19514069
-0.17261377;0.23030767;0.03140852
-0.059206434;0.17308044;0.22146012
-0.122439995;0.4871757;0.2021418
-0.020122994;0.3093593;0.2053794
-0.0816337;0.45893162;0.032000035
-0.11259385;0.6312124;0.04050328
-0.1840103;0.6685147;0.10052289
-0.24189118;0.6718922;0.10726545
-0.2549323;0.4695285;0.02250042
-0.28494656;0.35795343;0.019811468
-0.21728355;0.17852266;0.31740472
-0.35248375;-0.0421;0.3375996
-0.41120493;-0.050774768;0.3733556
-0.46271816;0.048103474;0.41826817
-0.40449265;0.096619375;0.3449173
-0.3700575;0.04515849;0.32409304
-0.38292775;0.10081802;0.15881588
-0.37947258;0.10917622;0.17472635
-0.39422652;0.084625036;0.04973425
-0.4986643;0.15315041;0.14685054
-0.38420853;0.15164576;0.110612765
-0.3900222;0.096418835;0.1447405
-0.49098083;0.014915356;0.19542825
-0.5758588;-0.031395905;0.23814876
-0.64665556;-0.006282208;0.23815508
-0.72152627;-0.031539686;0.2471483
-0.79385996;-0.16166501;0.4705539
-0.82939523;-0.07686214;0.39153504
-0.7501784;-0.09259603;0.5779467
-0.6986797;-0.011747136;0.5371042
-0.47489002;0.070109494;0.46425465
-0.30568534;0.092085235;0.35040176
-0.1897918;0.12292998;0.33002213
-0.05048847;0.07474452;0.23345888
0.066525064;0.0057903267;0.03953528
0.09046833;-0.07050173;-0.034103144
0.16737586;-0.17287359;-0.1153405
0.28278008;-0.15002507;-0.27412295
0.3377699;-0.11058375;-0.24834837
0.32424316;-0.04350754;-0.3700537
0.19243157;-0.13830064;-0.3046587
0.17726648;0.060995813;-0.26478225
0.20684619;0.07977811;-0.28164938
