x;y;z
0.1335097;-0.33186352;1.1386769
0.11339638;-0.44325322;1.0878526
0.06471693;-0.5732436;0.9653183
0.04729065;-0.58875924;0.855306
0.055704422;-0.7108493;0.80603963
0.076678544;-0.7753639;0.7937168
0.063495494;-1.1037602;0.8532786
0.09156131;-1.144859;0.8350664
0.10261295;-1.4894294;0.8043768
0.07896343;-1.8544885;0.73830885
0.062871344;-2.0067365;0.6009447
0.03797395;-1.6938533;0.38569614
0.03570436;-1.3715053;0.16027828
-0.022042828;-0.92008936;0.025959985
-0.04227326;-0.60388625;-0.094168164
-0.056677267;-0.43117753;-0.15232809
-0.06541415;-0.32592565;-0.14106654
-0.075310424;-0.16370189;-0.10080226
-0.060490526;-0.20819446;-0.07213503
-0.047283396;-0.066131875;-0.048687425
-0.05627769;-0.063691065;-0.0038051438
-0.05206781;0.020169659;0.012781979
-0.03780518;0.07109609;-0.0025691343
-0.02522772;-0.03441246;0.022010429
-0.025146883;-0.0920515;0.029969448
-0.025288062;-0.09201997;0.021583503
-0.027076058;-0.09784687;0.022708524
-0.031892084;-0.10145936;0.02198079
-0.019332279;-0.09603652;0.004624946
-0.0004971431;-0.099404186;-0.005046829
0.0013951419;-0.14211714;-0.005246104
0.0067647286;-0.1617079;0.004116038
0.009626705;-0.1163446;-0.0026511145
0.0050415476;-0.11796529;0.0034658718
0.00023689527;-0.08415727;-0.0016660905
0.00528132;-0.10438227;-0.017541878
-0.004255956;-0.076732546;-0.022567265
0.0001475447;-0.060655437;-0.028701909
0.004472317;-0.04019333;-0.02626016
-0.00027912692;-0.10703448;-0.024291372
0.0004161876;-0.0825466;-0.017021619
0.004121694;-0.12966473;-0.016077584
0.0023919703;-0.10058193;-0.015269133
-0.00070631085;-0.031236833;-0.009017825
-0.0013536591;0.00047028274;-0.008279372
-0.0018303267;-0.053347293;-0.018797435
-0.003852558;0.011681709;-0.021545665
0.004400466;0.00355337;-0.025290899
0.00068073143;0.01832195;-0.023364365
-0.00066610903;0.04562996;-0.02129468
0.0036398629;0.049331523;-0.016140016
0.0028007873;0.06739461;-0.011510024
0.0019387141;0.07930751;-0.017015312
-0.0021952963;0.0514165;-0.007817761
0.0011104379;0.015735;-0.020500101
0.0043014;-0.046382993;-0.002096802
0.0066956957;-0.050920438;-0.0008298922
0.0042365254;-0.055857148;-0.0041002724
0.0024697725;-0.019442476;0.0010417795
-0.0030518717;-0.0015078844;-0.0076405574
0.0012783398;0.05639664;-0.009104851
-0.012419965;0.0457091;-0.010991657
-0.0048721083;0.11149886;-0.012339286
-0.0018646758;-0.004571186;-0.011269759
0.00019957061;0.017766692;-0.005484477
-0.0019496119;-0.049325608;-0.007433715
-0.0033883648;-0.115338765;-0.0031802023
0.00051509595;-0.034278296;-0.0026170611
0.002356774;-0.0064327675;-0.002864263
-0.00490762;-0.055910435;0.0005688167
-0.008386932;-0.0539046;-0.0027936338
-0.0033256381;-0.034266476;0.0019744623
-0.011822534;-0.062554695;0.014960761
-0.0077191675;0.14507954;0.024582718
-0.013803085;0.0793016;0.018992297
0.0021747816;-0.050513376;-0.0051262868
-0.0060549295;-0.060325466;-0.011856863
0.0020026036;-0.09398323;-0.013994656
0.0073552425;-0.04046205;-0.02448308
0.0031324134;-0.0006719226;-0.0112445345
-0.00034642557;0.047440223;-0.017143957
-0.007634763;-0.04018931;-0.0035995627
-0.006482527;-0.0054406496;0.002548324
-0.008238678;-0.01679625;-0.0031776798
-0.009515402;-0.018926712;-0.00979916
-0.006784297;0.011171856;-0.0053501558
-0.0075634443;-0.031424597;-0.0032773174
-0.006736016;-0.01848993;0.0028169667
-0.0060876035;-0.038159743;0.00089989067
-0.002636157;-0.049232673;-0.007286781
-0.0024341033;-0.06920487;-0.013183682
-0.0068316134;-0.056015197;-0.015865697
-0.0069065974;-0.04260434;-0.012248477
-0.0056182467;0.0032252518;-0.019225625
-0.0054488867;-0.0069920067;-0.012618018
-0.009244571;0.034232814;-0.016622437
-0.008527342;0.030974021;-0.016283795
-0.010592338;0.019205365;-0.017980156
-0.007822845;0.015373342;-0.016141277
-0.009981161;0.025009643;-0.012682341
-0.008544163;0.008683677;-0.015483542
-0.010868273;0.031021476;-0.014938059
-0.0121589685;0.020920722;-0.014100599
-0.008950487;0.0020000022;-0.013848983
-0.013451083;0.052959938;-0.018237447
-0.009400008;0.029183464;-0.017425213
-0.008075107;0.022084763;-0.0152237285
-0.009188072;0.029096518;-0.012652072
-0.00692252;0.0069683194;-0.015645612
-0.008625261;-0.00783195;-0.018258888
-0.012763834;-0.02721113;-0.020226413
-0.011281866;-0.037649814;-0.020380285
-0.009548474;-0.065032944;-0.01591993
-0.011035235;-0.0485885;-0.016288841
-0.010762807;-0.0595863;-0.016800903
-0.010364136;-0.046944242;-0.016322894
-0.0088042775;-0.043357253;-0.016081369
-0.01027135;-0.023572903;-0.016589014
-0.0111627625;-0.0053695077;-0.01972192
-0.009842431;0.013041359;-0.0208564
-0.0111708455;0.0143398;-0.02026173
-0.010553205;0.0149128735;-0.021303508
-0.010096052;0.018331842;-0.018276546
-0.009161625;0.006608631;-0.017271973
-0.010169489;0.008339873;-0.018646719
-0.010948804;-0.012772637;-0.01741323
-0.0113440035;-0.010327971;-0.016915673
-0.012860846;-0.0040374864;-0.01661424
-0.013308819;-0.0063181138;-0.017308548
-0.013192451;-0.0009486058;-0.018482126
-0.01335318;0.004231165;-0.018634105
-0.014148566;0.0021798464;-0.019279858
-0.015141294;0.0008102642;-0.018411499
-0.015447439;0.010361552;-0.018589962
-0.014939064;0.0056501324;-0.01801421
-0.01672249;0.02512229;-0.016621806
-0.018136667;-0.005274639;-0.018680772
-0.017510012;0.013638198;-0.018435461
-0.018031769;0.0072193053;-0.017910788
-0.01596167;-0.0037252917;-0.018919775
-0.018449001;-0.0018379337;-0.01826015
-0.015903573;0.008312165;-0.01910833
-0.01617119;0.006855675;-0.019239498
-0.015675565;0.009387287;-0.018724285
-0.0144747915;0.01111447;-0.015769212
-0.012930922;0.026480008;-0.01633866
-0.012424182;0.025167694;-0.016030287
-0.013812998;0.035074767;-0.017445393
-0.012996546;0.04079604;-0.018584287
-0.011778942;0.071639605;-0.018528793
-0.012633941;0.08402485;-0.016232716
-0.011571076;0.09157814;-0.015272916
-0.011298215;0.09733299;-0.015839841
-0.00997258;0.14250654;-0.011612815
-0.008458783;0.123617195;-0.011246426
-0.009232116;0.14514679;-0.009916455
-0.0059537743;0.11483096;-0.006940572
-0.005633973;0.13247877;-0.0038127112
-0.0029290982;0.115251906;-0.0019826603
-0.0015800506;0.09640023;0.0010474551
-0.0020528953;0.07405053;0.001539967
-0.0027524072;0.026590759;0.00017026663
-0.0021267564;0.045454092;0.00018918514
-0.00039508165;0.02851351;0.0017814934
0.00016455166;0.018960292;0.001515373
0.0002181147;0.005942621;0.0013873577
0.0013661926;0.01676669;0.004104687
0.00040501385;0.014136071;0.0014239335
0.0011422447;0.0047747176;0.0016787029
0.000301435;-0.014151994;-0.0010033118
0.0002982819;0.0032410568;-0.00010909676
0.0017738472;0.00061264454;0.0018893289
0.0017862624;-0.03634546;0.0016761804
-0.00063593796;-0.020152;0.0030862403
3.9807705e-06;0.003988023;-0.00068295834
0.0015152154;0.042839557;0.0027154374
0.0031815423;0.012608559;0.00330065
0.0013000566;0.014723176;0.0022658075
-0.0016018464;0.028790195;0.00038530707
-0.0004994488;0.029740848;-0.0023213017
-0.0037792886;0.0228337;-0.001579696
-0.002821302;-0.012296246;-0.0020923878
-0.0011829983;0.020497737;-0.0024076963
-0.0026913949;0.05518925;-0.0033958734
0.0032332921;0.061392628;-0.00141006
0.0022008538;0.027493803;0.00014945626
0.0017836611;0.015737051;-0.0025703954
-0.004067796;0.017410867;-0.0047296286
0.004856264;-0.032003663;-0.0014712298
0.000843411;-0.08307025;0.00092889904
0.000727141;0.06735101;0.0011716867
