x;y;z;scenario
-0.09772167936753057;0.003802977154272621;0.06555552877818137;1
-0.17604800181494884;0.3485199026104088;-0.19876923082369347;1
-0.027419725015465263;0.4793558390927781;0.1963373750241711;1
0.05588074913629493;-0.15762830805708014;0.0005996101716399497;1
-0.3293921036853563;-0.16672195415599433;-0.05354314492910611;1
-0.09786131532470552;-0.22023056734265314;-0.07856172738088561;1
0.08256770914063884;-0.19055533122263824;0.24738172300478609;1
-0.06980012283144685;0.038769466776872624;-0.07633623223106892;1
0.14929688262856308;-0.1792567808432454;0.26279524489750744;1
-0.350020329432412;0.21486105591530658;-0.12596476688636177;1
-0.09445318946997328;0.03249196337512999;0.15741354932211052;1
0.3320134907794878;-0.3114682863321909;0.08671181756301186;1
0.028607632181343618;-0.2814703642183027;-0.4876044298455171;1
-0.3145907945738926;0.020924221718437695;-0.02635117902089682;1
0.03856929696012947;-0.47486308890245765;-0.009334487257020898;1
-0.30201557013463926;-0.14839022769403595;0.15140013808648564;1
0.18904856742630263;-0.08872864593689822;-0.19997966988479765;1
-0.03549006828700915;-0.25346758102016215;-0.22332195822026588;1
-0.12083445328060556;-0.37265352153186504;0.29143592034823407;1
-0.2561719915048565;-0.19795865122578474;0.057550592829748705;1
0.6666343167541537;-0.012701333649038932;0.1531942781027733;1
0.12476188911165563;0.09111770858211703;0.37357759864506473;1
-0.16096259649368616;0.2565451471529446;-0.06893767025405008;1
0.08407813762551052;-0.1395810287896651;-0.3927587044854957;1
-0.15553806256701833;-0.034932446958835565;0.2538275803082442;1
-0.06580567264054865;-0.11321537141081706;0.10564072396829507;1
0.09247071163311994;0.03166748245256358;0.13296039275032642;1
-0.048542865736386234;-0.15680647073340875;0.6199943810596524;1
-0.3724201700714354;0.10124747466524511;0.06092957814476845;1
-0.04643181891186071;-0.0775621902766816;0.09314282810758633;1
0.4098074023247157;0.029186371379098942;0.03165628011996207;1
-0.14929152662445547;-0.21516125779418183;0.14926512337640382;1
-0.05097999318341287;-0.10267452421167898;-0.4299165435062528;1
-0.048759004988714626;0.06309963439427545;0.1491611678422288;1
0.23460525610111618;-0.12488817671346496;0.18142713778281058;1
-0.16066772446043154;-0.07870189755401515;-0.03943653245866592;1
-0.41232072876875314;0.21064627115912837;0.043006339059006714;1
0.35977328392447344;0.41958821899080007;0.20617292260576617;1
-0.01225262280164719;-0.10795591360262474;-0.41108048298069033;1
0.20156094351258533;-0.6129214515336614;-0.20836535708956241;1
0.048898104882246884;-0.18744123444075766;0.2854048477715759;1
-0.15241294506643988;-0.3672988646235082;-0.14862742181867813;1
0.03722921694364204;0.1813655324045282;-0.06260629831068815;1
0.022078936742212465;-0.11152649387467772;-0.1236406364028919;1
0.17891765908971832;0.12065213720357815;-0.07552112445020431;1
-0.2136385545697065;0.3609194007888817;0.13123620938918135;1
0.32416558643987936;0.029953014357480736;0.1661901557012887;1
-0.37894463552043633;-0.008096287918385332;-0.0786532356750641;1
2.602694587842649;3.1018644520770433;12.200885166198157;1
-4.700399729862874;-5.033961116387265;11.594812630698986;1
-0.29423719923176106;-1.5474937553812964;10.271976114629473;1
1.0995475477156849;0.7428755922569601;9.049645643875339;1
0.8388613993394806;-4.639131970352272;10.771034224314084;1
-1.9091712586615173;3.6593791761326893;10.293301124625128;1
2.428454945869867;3.351998912607388;10.186570765215247;1
-1.2263731161985607;2.988305391888307;10.003952278363812;1
-3.2704013822204323;3.357060582514235;10.058114582920451;1
1.5105952713230186;-0.14566930015458346;9.220984245415345;1
3.497793065494582;4.400951399181612;13.035545793788208;1
4.144605888262096;-1.9997411118746946;12.806978332462412;1
4.73443467026177;1.9427454497789087;10.11556660221434;1
-4.253024495495762;-5.20853032958807;11.118928257600945;1
-3.4515174576719674;-1.0510399792786322;12.936228402691228;1
-1.669476068377832;-1.2413940485454564;11.830099927469888;1
-2.297207277542161;1.4659958975657874;11.747630935309877;1
-2.5163191937591005;0.9825148407479223;8.839688161830882;1
1.7513894716032854;3.420035558641216;10.827420296002819;1
2.1987762888319895;1.2556470546644165;12.398650977856617;1
3.3718804185585776;-1.5949357751331144;9.65865066500039;1
4.035914711634071;-5.208025832386931;10.006392991354504;1
4.530420657227754;-0.08407418902417857;12.578662731232267;1
-2.70374551201053;-0.5090590366828915;9.34077541267059;1
-3.848566284474346;-2.7236707731385255;9.519418519082526;1
-2.026846383171582;-2.7115724695104486;10.953161345252626;1
-2.67393964385415;-4.044859978195102;10.159813430042686;1
0.40198766578714695;-0.8846270526488269;9.254127820174933;1
-1.1178011014291036;3.145036603315827;10.672741089844978;1
-3.7077481840584157;-1.5588630037438957;10.15840739178976;1
1.7523472146566192;-4.517195292945384;9.960970778027175;1
-4.672479651203131;2.1421884537183105;8.917118644840125;1
-3.6955369405217637;0.6413348340078374;12.729652979631323;1
3.4772578392596274;-1.7349531304980519;12.466637669243791;1
3.849485521497623;2.562487352411464;12.527740118325305;1
0.00391792760896531;2.601179229417202;9.773446916242413;1
-0.8293524109105895;-3.2864308940406826;10.615451819981349;1
0.5548477657484875;3.148332967901779;12.323544229198697;1
2.8758300494335196;3.332271577155558;11.128187043412492;1
-1.30181324522616;2.0662148440684116;9.888359185373577;1
-3.417297868338202;3.1579134515468708;12.14050732315277;1
1.5562820145669318;4.250276325934233;11.38133016617836;1
4.280047321148283;-4.952723190354022;9.59027492519324;1
-2.8541209904037106;3.3164520424926986;11.78414114690621;1
4.44114890781674;1.6009479939624416;12.192452922813137;1
-0.47023381083623983;-2.266382374421553;12.295011190428387;1
-1.9161582143603884;-4.534081645938709;9.331040584982068;1
-3.4126034724125462;2.9362248521048113;9.424948089988984;1
-4.926505912549086;-0.022736906153640157;9.140194884195393;1
4.362319546690577;2.146856586978335;11.401448661334609;1
0.7043916507953702;3.803748443531747;11.885439759501688;1
2.1098761737173253;3.580275141829793;9.140826718270896;1
-0.2118544522237038;-3.1022366401826167;12.87920166003175;1
0.18878225522268277;1.2984466983010072;11.321201506814688;1
